date,open,close,high,low,volume
2025-01-02,49.62,47.48,50.57,47.09,18542.0
2025-01-03,47.64,45.24,48.13,45.19,18042.5
2025-01-06,45.25,45.53,46.36,43.41,12372.5
2025-01-07,45.53,47.6,47.61,45.52,15078.0
2025-01-08,47.44,46.96,47.64,45.07,13620.36
2025-01-09,46.48,47.24,48.61,46.25,13648.56
2025-01-10,47.26,45.38,48.02,45.33,13750.0
2025-01-13,44.43,45.83,45.93,43.42,10914.0
2025-01-14,45.91,48.02,48.04,45.78,11570.28
2025-01-15,49.51,47.55,49.51,47.35,16023.5
2025-01-16,48.71,47.74,48.97,46.96,11096.15
2025-01-17,47.64,48.06,48.48,47.15,10182.0
2025-01-20,48.7,48.46,48.83,48.04,10373.0
2025-01-21,48.63,49.16,49.41,48.63,12066.51
2025-01-22,49.2,49.3,50.46,49.09,14734.9
2025-01-23,49.87,48.48,50.2,48.46,12828.99
2025-01-24,48.43,49.63,49.7,47.95,12526.57
2025-01-27,49.6,48.14,49.92,48.14,10001.48
2025-02-05,48.28,48.94,49.56,48.28,10041.5
2025-02-06,48.79,50.19,50.31,48.46,13757.49
2025-02-07,50.19,49.96,51.03,49.44,16644.59
2025-02-10,50.29,50.16,50.38,49.49,10519.5
2025-02-11,50.18,49.95,50.36,49.66,9825.0
2025-02-12,49.67,50.32,50.54,49.67,9987.5
2025-02-13,50.3,49.07,50.3,48.94,12326.0
2025-02-14,48.7,51.15,52.91,48.7,31780.5
2025-02-17,50.39,51.27,51.95,50.34,22851.23
2025-02-18,51.08,49.06,51.62,48.82,17523.0
2025-02-19,49.22,50.1,50.1,49.09,13555.5
2025-02-20,49.78,50.96,51.05,49.43,22417.79
2025-02-21,50.96,51.87,52.01,50.0,22498.07
2025-02-24,51.31,51.31,52.34,50.44,18870.5
2025-02-25,50.85,51.0,51.5,50.33,13281.0
2025-02-26,51.07,51.46,51.73,50.6,15375.5
2025-02-27,51.45,50.6,51.6,49.51,19885.0
2025-02-28,50.26,47.97,50.59,47.84,14690.0
2025-03-03,48.09,47.83,49.05,47.55,9652.0
2025-03-04,47.64,48.8,48.8,46.86,6840.0
2025-03-05,48.9,49.0,49.01,47.9,6832.0
2025-03-06,48.8,49.63,49.97,48.8,8054.5
2025-03-07,49.86,48.88,49.89,48.53,9573.34
2025-03-10,48.81,49.25,49.51,48.5,6331.91
2025-03-11,48.86,49.08,49.33,48.5,6708.5
2025-03-12,49.12,48.49,49.51,48.44,8017.0
2025-03-13,48.43,47.55,48.74,47.05,9481.5
2025-03-14,47.55,48.63,48.71,47.16,9058.28
2025-03-17,48.65,48.97,49.29,48.34,7273.5
2025-03-18,49.02,56.17,58.65,48.76,72280.25
2025-03-19,54.68,52.52,54.89,52.09,54588.04
2025-03-20,52.09,51.72,52.92,51.33,33570.0
2025-03-21,51.55,50.15,51.7,49.99,21529.11
2025-03-24,50.15,48.72,50.74,47.43,22277.5
2025-03-25,48.75,48.09,49.02,47.54,13837.5
2025-03-26,48.02,48.23,48.75,48.0,9436.91
2025-03-27,48.02,48.29,48.7,47.2,10877.52
2025-03-28,48.04,47.56,48.67,47.5,8289.5
2025-03-31,46.88,46.68,47.62,45.79,11740.41
2025-04-01,46.71,46.86,47.33,46.71,7905.59
2025-04-02,46.86,46.98,47.6,46.86,6533.0
2025-04-03,46.32,45.69,47.12,45.31,8596.5
2025-04-07,42.74,36.56,43.92,36.55,19443.5
2025-04-08,36.95,37.67,38.93,36.86,13180.73
2025-04-09,36.89,38.78,38.97,33.89,14940.5
2025-04-10,40.66,40.26,41.29,39.87,11901.49
2025-04-11,40.28,40.54,41.13,39.67,8811.59
2025-04-14,42.01,41.29,42.63,41.16,8850.1
2025-04-15,40.96,41.29,41.69,40.65,5985.09
2025-04-16,40.96,40.37,41.34,39.74,5734.0
2025-04-17,39.97,40.76,41.12,39.97,4988.0
2025-04-18,40.65,40.97,41.21,40.4,5149.0
2025-04-21,41.06,41.43,41.43,40.41,5815.77
2025-04-22,41.56,42.71,42.86,41.43,13146.09
2025-04-23,42.56,42.84,43.25,42.3,9306.27
2025-04-24,42.56,42.57,43.44,42.18,7515.0
2025-04-25,42.57,43.14,43.39,42.44,6605.0
2025-04-28,42.57,43.15,43.4,42.29,7097.09
2025-04-29,42.14,39.77,42.14,39.62,20257.84
2025-04-30,40.26,41.15,41.38,39.91,12783.0
2025-05-06,41.42,42.22,42.31,41.42,10143.0
2025-05-07,42.53,42.57,43.22,42.22,8659.0
2025-05-08,42.44,43.73,43.74,42.35,8905.19
2025-05-09,43.71,42.81,43.71,42.67,7945.66
2025-05-12,43.26,43.65,43.69,42.92,6653.1
2025-05-13,44.31,43.34,44.52,43.32,8717.5
2025-05-14,43.32,42.78,43.64,42.51,8157.0
2025-05-15,42.81,42.21,42.83,41.98,6881.5
2025-05-16,42.21,42.58,42.93,42.0,5555.0
2025-05-19,42.49,42.38,42.55,41.83,5169.6
2025-05-20,42.57,45.62,45.63,42.56,31222.49
2025-05-21,45.83,44.4,46.15,44.16,24063.7
2025-05-22,44.39,43.13,45.07,43.12,15678.85
2025-05-23,43.04,42.04,43.52,41.93,14002.0
2025-05-26,41.95,42.46,43.08,41.75,9332.5
2025-05-27,42.44,41.8,42.44,41.71,6092.5
2025-05-28,41.78,42.0,42.83,41.78,5419.7
2025-05-29,42.24,43.09,43.16,42.24,10189.5
2025-05-30,42.73,42.23,43.1,42.12,5963.7
2025-06-03,42.22,42.19,42.43,41.79,4200.5
2025-06-04,42.42,42.68,43.15,42.19,5248.66
2025-06-05,42.6,43.27,43.38,42.13,7843.5
2025-06-06,43.2,43.09,43.37,42.81,5560.0
2025-06-09,43.17,43.68,43.68,43.03,5775.5
2025-06-10,43.69,43.03,43.71,42.71,6925.5
2025-06-11,43.18,43.58,44.4,43.03,8000.0
2025-06-12,43.29,43.6,43.71,43.22,6995.5
2025-06-13,43.46,42.34,43.87,42.14,7989.76
2025-06-16,42.15,42.95,43.18,41.99,5910.5
2025-06-17,42.98,42.76,43.31,42.59,4533.5
2025-06-18,42.78,43.37,43.37,42.46,7015.0
2025-06-19,43.2,42.53,43.87,42.46,7879.0
2025-06-20,42.88,42.44,43.36,42.44,7150.0
2025-06-23,42.45,43.64,43.99,42.17,9935.0
2025-06-24,43.64,44.38,44.38,43.6,7842.89
2025-06-25,44.37,44.62,44.63,43.96,9240.05
2025-06-26,44.52,44.43,44.78,44.23,7737.0
2025-06-27,44.6,44.79,45.0,44.27,8740.26
2025-06-30,45.03,45.28,45.29,44.83,6675.5
2025-07-01,45.28,45.01,45.46,44.56,7319.5
2025-07-02,45.04,44.69,45.05,44.14,7029.77
2025-07-03,44.67,45.39,45.45,44.65,7600.0
2025-07-04,45.39,44.66,45.39,44.6,6595.5
2025-07-07,44.33,44.74,44.85,44.13,4777.5
2025-07-08,44.72,45.65,45.77,44.33,9949.5
2025-07-09,45.69,45.79,46.2,45.5,7416.2
2025-07-10,45.79,45.57,46.27,45.09,7518.69
2025-07-11,45.55,45.6,45.94,45.18,6809.0
2025-07-14,45.61,46.87,47.52,45.46,16278.76
2025-07-15,47.23,46.3,47.25,45.66,11092.5
2025-07-16,46.31,46.2,46.74,45.98,5715.0
2025-07-17,46.28,47.2,47.5,45.98,11072.5
2025-07-18,47.21,47.2,47.51,46.69,6674.0
2025-07-21,46.7,46.48,46.7,45.63,11150.5
2025-07-22,46.51,46.04,46.76,45.81,9930.5
2025-07-23,46.03,45.65,47.0,45.52,8286.5
2025-07-24,45.66,45.76,46.11,45.58,5936.5
2025-07-25,45.91,46.59,47.03,45.66,9976.15
2025-07-28,46.87,47.06,47.17,46.38,8864.0
2025-07-29,47.07,47.4,47.45,46.65,9922.5
2025-07-30,47.4,47.26,47.76,46.98,11320.0
2025-07-31,47.25,46.94,48.16,46.64,13424.0
2025-08-01,47.07,47.0,47.46,46.71,7388.0
2025-08-04,46.68,47.96,47.98,46.56,9972.05
2025-08-05,48.17,49.97,50.5,47.89,24873.84
2025-08-06,51.0,52.39,55.47,50.59,51551.19
2025-08-07,52.0,54.26,55.46,51.88,53094.86
2025-08-08,53.4,53.7,54.8,52.0,34232.83
2025-08-11,53.39,55.71,55.8,52.88,40959.66
2025-08-12,57.0,59.42,60.1,55.1,60548.42
2025-08-13,58.0,57.72,59.9,57.58,59368.95
2025-08-14,57.89,55.39,58.75,54.73,51463.31
2025-08-15,55.48,56.69,57.29,55.18,33814.65
2025-08-18,57.71,67.0,67.49,57.48,86174.25
2025-08-19,64.51,68.6,72.5,63.8,77537.52
2025-08-20,67.1,72.44,73.8,65.5,57645.73
2025-08-21,71.72,66.79,71.72,66.39,51315.13
